Name,Type,Total,Bank,Radio,Television,ComputerInternet,ComputerNoInternet,Landline,Mobile,Both,Bicycle,Scooter,Car
District - Allahabad,Total," 898,553 "," 656,202 "," 334,711 "," 355,913 "," 24,122 "," 61,369 "," 34,753 "," 556,688 "," 25,302 "," 701,941 "," 243,219 "," 41,965 "
District - Allahabad,Rural," 696,236 "," 497,729 "," 239,743 "," 196,905 "," 6,941 "," 38,946 "," 18,863 "," 415,542 "," 11,654 "," 560,729 "," 133,086 "," 18,789 "
District - Allahabad,Urban," 202,317 "," 158,473 "," 94,968 "," 159,008 "," 17,181 "," 22,423 "," 15,890 "," 141,146 "," 13,648 "," 141,212 "," 110,133 "," 23,176 "
District - Bara Banki,Total," 567,717 "," 428,938 "," 185,813 "," 116,157 "," 3,159 "," 23,134 "," 12,093 "," 286,603 "," 7,882 "," 446,335 "," 91,664 "," 11,935 "
District - Bara Banki,Rural," 514,291 "," 397,489 "," 168,697 "," 91,552 "," 1,981 "," 19,469 "," 10,396 "," 253,591 "," 6,143 "," 415,242 "," 77,448 "," 8,909 "
District - Bara Banki,Urban," 53,426 "," 31,449 "," 17,116 "," 24,605 "," 1,178 "," 3,665 "," 1,697 "," 33,012 "," 1,739 "," 31,093 "," 14,216 "," 3,026 "
District - Faizabad,Total," 417,829 "," 343,215 "," 141,398 "," 99,531 "," 4,746 "," 23,879 "," 15,226 "," 252,641 "," 8,853 "," 346,448 "," 74,081 "," 15,426 "
District - Faizabad,Rural," 362,059 "," 299,892 "," 123,070 "," 63,516 "," 2,340 "," 19,318 "," 12,131 "," 214,422 "," 6,061 "," 307,891 "," 55,206 "," 11,439 "
District - Faizabad,Urban," 55,770 "," 43,323 "," 18,328 "," 36,015 "," 2,406 "," 4,561 "," 3,095 "," 38,219 "," 2,792 "," 38,557 "," 18,875 "," 3,987 "
District - Ambedkar Nagar,Total," 364,457 "," 276,634 "," 79,722 "," 61,470 "," 2,509 "," 24,799 "," 9,449 "," 240,089 "," 5,974 "," 311,614 "," 60,203 "," 9,813 "
District - Ambedkar Nagar,Rural," 321,866 "," 255,021 "," 73,511 "," 48,421 "," 1,783 "," 21,437 "," 8,111 "," 214,047 "," 4,954 "," 281,806 "," 52,192 "," 8,444 "
District - Ambedkar Nagar,Urban," 42,591 "," 21,613 "," 6,211 "," 13,049 ", 726 ," 3,362 "," 1,338 "," 26,042 "," 1,020 "," 29,808 "," 8,011 "," 1,369 "
District - Sultanpur,Total," 627,925 "," 497,493 "," 188,306 "," 135,697 "," 5,956 "," 38,052 "," 19,566 "," 406,409 "," 14,299 "," 526,011 "," 104,307 "," 18,382 "
District - Sultanpur,Rural," 595,287 "," 470,327 "," 179,675 "," 114,125 "," 4,147 "," 34,870 "," 17,708 "," 382,764 "," 12,043 "," 504,328 "," 91,165 "," 15,290 "
District - Sultanpur,Urban," 32,638 "," 27,166 "," 8,631 "," 21,572 "," 1,809 "," 3,182 "," 1,858 "," 23,645 "," 2,256 "," 21,683 "," 13,142 "," 3,092 "
District - Bahraich,Total," 595,178 "," 388,678 "," 170,698 "," 71,676 "," 2,681 "," 32,782 "," 14,401 "," 248,875 "," 7,146 "," 397,685 "," 51,784 "," 13,451 "
District - Bahraich,Rural," 549,894 "," 363,711 "," 158,381 "," 48,309 "," 1,717 "," 29,431 "," 12,502 "," 224,363 "," 5,694 "," 374,778 "," 41,020 "," 11,029 "
District - Bahraich,Urban," 45,284 "," 24,967 "," 12,317 "," 23,367 ", 964 ," 3,351 "," 1,899 "," 24,512 "," 1,452 "," 22,907 "," 10,764 "," 2,422 "
District - Shrawasti,Total," 186,276 "," 134,469 "," 51,683 "," 15,978 ", 624 ," 9,450 "," 2,895 "," 87,530 "," 2,411 "," 134,274 "," 16,069 "," 2,286 "
District - Shrawasti,Rural," 180,317 "," 130,812 "," 50,276 "," 13,878 ", 562 ," 9,186 "," 2,812 "," 84,060 "," 2,298 "," 131,087 "," 15,048 "," 2,104 "
District - Shrawasti,Urban," 5,959 "," 3,657 "," 1,407 "," 2,100 ", 62 , 264 , 83 ," 3,470 ", 113 ," 3,187 "," 1,021 ", 182 
District - Balrampur,Total," 320,991 "," 262,320 "," 78,055 "," 34,497 "," 1,551 "," 13,959 "," 5,212 "," 185,379 "," 4,159 "," 232,350 "," 37,816 "," 6,167 "
District - Balrampur,Rural," 296,167 "," 244,699 "," 71,962 "," 22,085 "," 1,034 "," 12,682 "," 4,557 "," 169,711 "," 3,383 "," 218,362 "," 32,600 "," 5,158 "
District - Balrampur,Urban," 24,824 "," 17,621 "," 6,093 "," 12,412 ", 517 ," 1,277 ", 655 ," 15,668 ", 776 ," 13,988 "," 5,216 "," 1,009 "
District - Gonda,Total," 535,561 "," 427,193 "," 172,589 "," 78,099 "," 4,313 "," 27,498 "," 12,470 "," 324,246 "," 9,762 "," 417,980 "," 75,067 "," 13,053 "
District - Gonda,Rural," 500,060 "," 400,198 "," 161,554 "," 56,203 "," 2,694 "," 24,377 "," 10,710 "," 299,442 "," 7,560 "," 395,588 "," 62,462 "," 10,680 "
District - Gonda,Urban," 35,501 "," 26,995 "," 11,035 "," 21,896 "," 1,619 "," 3,121 "," 1,760 "," 24,804 "," 2,202 "," 22,392 "," 12,605 "," 2,373 "
District - Siddharth Nagar,Total," 376,477 "," 294,183 "," 73,326 "," 56,722 "," 2,434 "," 22,228 "," 10,157 "," 258,102 "," 6,022 "," 282,280 "," 52,801 "," 9,664 "
District - Siddharth Nagar,Rural," 352,651 "," 277,279 "," 67,337 "," 46,817 "," 2,003 "," 20,492 "," 9,166 "," 241,909 "," 5,219 "," 267,805 "," 47,784 "," 8,512 "
District - Siddharth Nagar,Urban," 23,826 "," 16,904 "," 5,989 "," 9,905 ", 431 ," 1,736 ", 991 ," 16,193 ", 803 ," 14,475 "," 5,017 "," 1,152 "
District - Basti,Total," 379,790 "," 334,528 "," 100,072 "," 76,856 "," 3,423 "," 26,821 "," 11,537 "," 260,953 "," 6,268 "," 309,655 "," 66,316 "," 11,477 "
District - Basti,Rural," 358,566 "," 317,085 "," 95,405 "," 63,007 "," 2,485 "," 24,764 "," 10,399 "," 246,137 "," 5,269 "," 295,844 "," 57,907 "," 9,487 "
District - Basti,Urban," 21,224 "," 17,443 "," 4,667 "," 13,849 ", 938 ," 2,057 "," 1,138 "," 14,816 ", 999 ," 13,811 "," 8,409 "," 1,990 "
District - Sant Kabir Nagar,Total," 258,040 "," 207,773 "," 48,323 "," 49,191 "," 2,031 "," 17,698 "," 7,331 "," 184,329 "," 3,780 "," 201,340 "," 37,986 "," 6,778 "
District - Sant Kabir Nagar,Rural," 239,614 "," 195,777 "," 44,533 "," 40,980 "," 1,621 "," 16,074 "," 6,660 "," 171,109 "," 3,407 "," 189,432 "," 33,824 "," 5,974 "
District - Sant Kabir Nagar,Urban," 18,426 "," 11,996 "," 3,790 "," 8,211 ", 410 ," 1,624 ", 671 ," 13,220 ", 373 ," 11,908 "," 4,162 ", 804 
District - Maharajganj,Total," 421,701 "," 347,803 "," 62,956 "," 84,591 "," 2,694 "," 24,645 "," 11,185 "," 275,217 "," 5,818 "," 338,883 "," 52,155 "," 9,050 "
District - Maharajganj,Rural," 400,326 "," 331,846 "," 59,714 "," 73,460 "," 2,272 "," 23,125 "," 10,602 "," 260,485 "," 5,099 "," 325,948 "," 46,927 "," 7,977 "
District - Maharajganj,Urban," 21,375 "," 15,957 "," 3,242 "," 11,131 ", 422 ," 1,520 ", 583 ," 14,732 ", 719 ," 12,935 "," 5,228 "," 1,073 "
District - Gorakhpur,Total," 695,366 "," 551,982 "," 148,499 "," 255,280 "," 14,597 "," 50,763 "," 27,902 "," 498,764 "," 17,372 "," 531,565 "," 157,765 "," 30,258 "
District - Gorakhpur,Rural," 559,062 "," 441,799 "," 108,990 "," 154,242 "," 5,353 "," 34,363 "," 18,269 "," 398,057 "," 9,286 "," 431,518 "," 93,595 "," 16,191 "
District - Gorakhpur,Urban," 136,304 "," 110,183 "," 39,509 "," 101,038 "," 9,244 "," 16,400 "," 9,633 "," 100,707 "," 8,086 "," 100,047 "," 64,170 "," 14,067 "
District - Kushinagar,Total," 558,626 "," 475,259 "," 89,443 "," 103,014 "," 3,486 "," 32,445 "," 13,754 "," 383,308 "," 7,032 "," 432,174 "," 70,192 "," 12,849 "
District - Kushinagar,Rural," 531,928 "," 455,341 "," 84,584 "," 90,094 "," 2,844 "," 30,355 "," 12,488 "," 363,941 "," 6,355 "," 416,884 "," 63,974 "," 11,485 "
District - Kushinagar,Urban," 26,698 "," 19,918 "," 4,859 "," 12,920 ", 642 ," 2,090 "," 1,266 "," 19,367 ", 677 ," 15,290 "," 6,218 "," 1,364 "
District - Deoria,Total," 472,564 "," 387,689 "," 97,164 "," 122,308 "," 4,469 "," 31,599 "," 14,377 "," 358,063 "," 7,260 "," 353,180 "," 84,941 "," 13,388 "
District - Deoria,Rural," 426,692 "," 352,380 "," 88,242 "," 96,705 "," 2,989 "," 27,417 "," 12,398 "," 322,611 "," 5,835 "," 325,269 "," 71,471 "," 10,729 "
District - Deoria,Urban," 45,872 "," 35,309 "," 8,922 "," 25,603 "," 1,480 "," 4,182 "," 1,979 "," 35,452 "," 1,425 "," 27,911 "," 13,470 "," 2,659 "
District - Azamgarh,Total," 659,930 "," 533,558 "," 174,092 "," 159,910 "," 6,652 "," 40,672 "," 19,089 "," 468,786 "," 12,525 "," 521,004 "," 116,175 "," 20,757 "
District - Azamgarh,Rural," 608,684 "," 496,185 "," 161,057 "," 137,714 "," 4,862 "," 35,600 "," 16,522 "," 431,271 "," 10,906 "," 488,992 "," 103,328 "," 18,134 "
District - Azamgarh,Urban," 51,246 "," 37,373 "," 13,035 "," 22,196 "," 1,790 "," 5,072 "," 2,567 "," 37,515 "," 1,619 "," 32,012 "," 12,847 "," 2,623 "
District - Mau,Total," 320,833 "," 237,081 "," 58,485 "," 82,073 "," 2,656 "," 24,060 "," 9,349 "," 216,857 "," 6,358 "," 228,921 "," 47,576 "," 7,411 "
District - Mau,Rural," 252,219 "," 205,058 "," 48,795 "," 61,440 "," 1,656 "," 17,965 "," 7,371 "," 172,083 "," 4,747 "," 192,057 "," 36,732 "," 5,620 "
District - Mau,Urban," 68,614 "," 32,023 "," 9,690 "," 20,633 "," 1,000 "," 6,095 "," 1,978 "," 44,774 "," 1,611 "," 36,864 "," 10,844 "," 1,791 "
District - Ballia,Total," 482,440 "," 370,007 "," 108,399 "," 115,533 "," 4,672 "," 38,297 "," 13,488 "," 320,335 "," 9,000 "," 324,245 "," 65,467 "," 10,846 "
District - Ballia,Rural," 437,289 "," 337,640 "," 98,357 "," 93,847 "," 3,607 "," 34,325 "," 11,949 "," 288,390 "," 7,761 "," 298,951 "," 56,277 "," 9,387 "
District - Ballia,Urban," 45,151 "," 32,367 "," 10,042 "," 21,686 "," 1,065 "," 3,972 "," 1,539 "," 31,945 "," 1,239 "," 25,294 "," 9,190 "," 1,459 "
District - Jaunpur,Total," 666,988 "," 548,411 "," 212,662 "," 211,780 "," 8,002 "," 44,396 "," 24,922 "," 473,849 "," 16,965 "," 534,790 "," 128,471 "," 22,876 "
District - Jaunpur,Rural," 615,793 "," 511,568 "," 198,890 "," 180,255 "," 6,041 "," 40,404 "," 21,925 "," 438,821 "," 13,951 "," 502,017 "," 113,439 "," 20,005 "
District - Jaunpur,Urban," 51,195 "," 36,843 "," 13,772 "," 31,525 "," 1,961 "," 3,992 "," 2,997 "," 35,028 "," 3,014 "," 32,773 "," 15,032 "," 2,871 "
District - Ghazipur,Total," 524,961 "," 404,765 "," 133,819 "," 139,187 "," 5,309 "," 44,871 "," 23,602 "," 341,596 "," 10,778 "," 383,511 "," 78,218 "," 21,169 "
District - Ghazipur,Rural," 485,939 "," 376,868 "," 123,429 "," 117,260 "," 4,085 "," 41,114 "," 21,453 "," 314,938 "," 9,061 "," 358,763 "," 68,314 "," 19,062 "
District - Ghazipur,Urban," 39,022 "," 27,897 "," 10,390 "," 21,927 "," 1,224 "," 3,757 "," 2,149 "," 26,658 "," 1,717 "," 24,748 "," 9,904 "," 2,107 "
District - Chandauli,Total," 294,718 "," 219,976 "," 83,980 "," 109,887 "," 3,492 "," 17,270 "," 8,197 "," 176,679 "," 5,441 "," 220,298 "," 49,064 "," 7,313 "
District - Chandauli,Rural," 256,548 "," 194,595 "," 74,429 "," 85,866 "," 2,199 "," 14,080 "," 6,480 "," 150,871 "," 4,279 "," 196,618 "," 38,591 "," 5,602 "
District - Chandauli,Urban," 38,170 "," 25,381 "," 9,551 "," 24,021 "," 1,293 "," 3,190 "," 1,717 "," 25,808 "," 1,162 "," 23,680 "," 10,473 "," 1,711 "
District - Varanasi,Total," 541,704 "," 403,729 "," 169,964 "," 309,911 "," 19,214 "," 38,369 "," 24,120 "," 354,568 "," 19,388 "," 412,569 "," 157,861 "," 24,216 "
District - Varanasi,Rural," 301,485 "," 232,636 "," 80,587 "," 124,331 "," 3,677 "," 15,983 "," 9,387 "," 188,550 "," 6,389 "," 249,980 "," 61,904 "," 7,892 "
District - Varanasi,Urban," 240,219 "," 171,093 "," 89,377 "," 185,580 "," 15,537 "," 22,386 "," 14,733 "," 166,018 "," 12,999 "," 162,589 "," 95,957 "," 16,324 "
District - Sant Ravi Das Nagar(bhadohi),Total," 219,685 "," 162,359 "," 65,631 "," 72,638 "," 2,896 "," 13,302 "," 6,840 "," 137,494 "," 4,727 "," 167,822 "," 38,919 "," 6,910 "
District - Sant Ravi Das Nagar(bhadohi),Rural," 187,958 "," 142,051 "," 58,542 "," 56,455 "," 1,896 "," 11,238 "," 5,551 "," 117,332 "," 3,767 "," 148,460 "," 31,507 "," 5,405 "
District - Sant Ravi Das Nagar(bhadohi),Urban," 31,727 "," 20,308 "," 7,089 "," 16,183 "," 1,000 "," 2,064 "," 1,289 "," 20,162 ", 960 ," 19,362 "," 7,412 "," 1,505 "
District - Mirzapur,Total," 390,819 "," 292,567 "," 110,625 "," 136,132 "," 4,447 "," 20,071 "," 11,801 "," 218,005 "," 7,631 "," 309,079 "," 63,155 "," 10,205 "
District - Mirzapur,Rural," 335,481 "," 254,261 "," 95,011 "," 99,379 "," 2,272 "," 16,098 "," 8,724 "," 181,830 "," 5,720 "," 269,154 "," 47,566 "," 7,509 "
District - Mirzapur,Urban," 55,338 "," 38,306 "," 15,614 "," 36,753 "," 2,175 "," 3,973 "," 3,077 "," 36,175 "," 1,911 "," 39,925 "," 15,589 "," 2,696 "
District - Sonbhadra,Total," 326,918 "," 269,560 "," 82,293 "," 80,712 "," 5,149 "," 20,071 "," 6,555 "," 151,246 "," 7,734 "," 203,774 "," 50,700 "," 10,279 "
District - Sonbhadra,Rural," 267,308 "," 219,436 "," 72,081 "," 37,347 "," 1,284 "," 14,162 "," 4,135 "," 107,702 "," 3,177 "," 169,857 "," 23,838 "," 4,558 "
District - Sonbhadra,Urban," 59,610 "," 50,124 "," 10,212 "," 43,365 "," 3,865 "," 5,909 "," 2,420 "," 43,544 "," 4,557 "," 33,917 "," 26,862 "," 5,721 "
District - Etah,Total," 290,474 "," 183,676 "," 52,249 "," 79,090 "," 2,635 "," 17,077 "," 8,565 "," 187,428 "," 4,968 "," 189,111 "," 54,798 "," 6,644 "
District - Etah,Rural," 245,668 "," 153,695 "," 45,610 "," 50,435 "," 1,264 "," 13,398 "," 6,579 "," 156,420 "," 3,279 "," 164,949 "," 40,318 "," 4,175 "
District - Etah,Urban," 44,806 "," 29,981 "," 6,639 "," 28,655 "," 1,371 "," 3,679 "," 1,986 "," 31,008 "," 1,689 "," 24,162 "," 14,480 "," 2,469 "
District - Kansiram Nagar,Total," 236,496 "," 134,082 "," 38,719 "," 53,987 "," 1,623 "," 11,486 "," 5,259 "," 140,962 "," 3,491 "," 142,975 "," 30,712 "," 3,854 "
District - Kansiram Nagar,Rural," 190,576 "," 109,555 "," 32,848 "," 31,925 ", 816 ," 8,491 "," 3,895 "," 110,697 "," 2,323 "," 123,314 "," 22,066 "," 2,449 "
District - Kansiram Nagar,Urban," 45,920 "," 24,527 "," 5,871 "," 22,062 ", 807 ," 2,995 "," 1,364 "," 30,265 "," 1,168 "," 19,661 "," 8,646 "," 1,405 "
District - Pashchim Champaran,Total," 708,065 "," 267,514 "," 183,497 "," 69,056 "," 3,495 "," 37,648 "," 12,934 "," 346,729 "," 11,474 "," 425,249 "," 48,435 "," 10,911 "
District - Pashchim Champaran,Rural," 635,151 "," 232,473 "," 168,116 "," 43,187 "," 2,321 "," 32,759 "," 10,912 "," 305,525 "," 8,899 "," 390,416 "," 38,287 "," 9,010 "
District - Pashchim Champaran,Urban," 72,914 "," 35,041 "," 15,381 "," 25,869 "," 1,174 "," 4,889 "," 2,022 "," 41,204 "," 2,575 "," 34,833 "," 10,148 "," 1,901 "
District - Purba Champaran,Total," 984,303 "," 401,012 "," 357,603 "," 96,546 "," 7,719 "," 62,539 "," 24,362 "," 546,993 "," 13,855 "," 611,212 "," 78,531 "," 19,282 "
District - Purba Champaran,Rural," 913,167 "," 362,417 "," 333,190 "," 71,317 "," 5,932 "," 57,232 "," 22,242 "," 501,797 "," 11,285 "," 571,828 "," 64,497 "," 16,449 "
District - Purba Champaran,Urban," 71,136 "," 38,595 "," 24,413 "," 25,229 "," 1,787 "," 5,307 "," 2,120 "," 45,196 "," 2,570 "," 39,384 "," 14,034 "," 2,833 "
District - Sheohar,Total," 148,889 "," 80,938 "," 56,957 "," 11,722 ", 478 ," 6,220 "," 2,267 "," 79,360 "," 1,669 "," 73,447 "," 7,678 "," 1,410 "
District - Sheohar,Rural," 143,121 "," 77,215 "," 54,616 "," 10,262 ", 413 ," 5,741 "," 2,160 "," 75,786 "," 1,575 "," 70,829 "," 7,068 "," 1,288 "
District - Sheohar,Urban," 5,768 "," 3,723 "," 2,341 "," 1,460 ", 65 , 479 , 107 ," 3,574 ", 94 ," 2,618 ", 610 , 122 
District - Sitamarhi,Total," 733,083 "," 239,565 "," 252,121 "," 61,089 "," 3,460 "," 39,001 "," 12,246 "," 318,780 "," 9,864 "," 317,432 "," 38,576 "," 7,292 "
District - Sitamarhi,Rural," 696,184 "," 220,296 "," 237,197 "," 47,225 "," 2,561 "," 36,150 "," 11,057 "," 297,923 "," 8,426 "," 301,477 "," 31,976 "," 6,145 "
District - Sitamarhi,Urban," 36,899 "," 19,269 "," 14,924 "," 13,864 ", 899 ," 2,851 "," 1,189 "," 20,857 "," 1,438 "," 15,955 "," 6,600 "," 1,147 "
District - Madhubani,Total," 901,539 "," 342,733 "," 300,530 "," 73,851 "," 5,319 "," 60,229 "," 19,016 "," 452,569 "," 14,946 "," 416,574 "," 59,254 "," 11,636 "
District - Madhubani,Rural," 871,575 "," 327,895 "," 290,865 "," 63,660 "," 4,718 "," 57,637 "," 18,043 "," 435,967 "," 13,864 "," 404,191 "," 54,444 "," 10,754 "
District - Madhubani,Urban," 29,964 "," 14,838 "," 9,665 "," 10,191 ", 601 ," 2,592 ", 973 ," 16,602 "," 1,082 "," 12,383 "," 4,810 ", 882 
District - Supaul,Total," 440,804 "," 184,880 "," 107,152 "," 26,559 "," 1,845 "," 23,233 "," 6,271 "," 195,500 "," 5,441 "," 192,734 "," 21,885 "," 4,064 "
District - Supaul,Rural," 420,420 "," 173,923 "," 102,598 "," 20,237 "," 1,599 "," 22,298 "," 5,901 "," 183,841 "," 4,763 "," 184,897 "," 19,430 "," 3,646 "
District - Supaul,Urban," 20,384 "," 10,957 "," 4,554 "," 6,322 ", 246 , 935 , 370 ," 11,659 ", 678 ," 7,837 "," 2,455 ", 418 
District - Araria,Total," 561,455 "," 115,752 "," 125,606 "," 40,387 "," 2,561 "," 27,235 "," 8,513 "," 225,586 "," 6,631 "," 279,254 "," 31,983 "," 5,041 "
District - Araria,Rural," 529,611 "," 101,473 "," 118,562 "," 28,534 "," 1,881 "," 24,787 "," 7,504 "," 208,642 "," 5,269 "," 264,232 "," 27,211 "," 4,315 "
District - Araria,Urban," 31,844 "," 14,279 "," 7,044 "," 11,853 ", 680 ," 2,448 "," 1,009 "," 16,944 "," 1,362 "," 15,022 "," 4,772 ", 726 
District - Kishanganj,Total," 335,711 "," 68,232 "," 51,858 "," 28,736 "," 1,093 "," 12,980 "," 4,204 "," 122,353 "," 4,035 "," 177,516 "," 19,539 "," 2,436 "
District - Kishanganj,Rural," 304,695 "," 54,225 "," 46,783 "," 17,028 ", 631 ," 11,343 "," 3,475 "," 107,050 "," 2,645 "," 162,130 "," 15,067 "," 1,753 "
District - Kishanganj,Urban," 31,016 "," 14,007 "," 5,075 "," 11,708 ", 462 ," 1,637 ", 729 ," 15,303 "," 1,390 "," 15,386 "," 4,472 ", 683 
District - Purnia,Total," 640,713 "," 164,976 "," 126,408 "," 63,200 "," 4,170 "," 29,494 "," 9,510 "," 241,206 "," 7,568 "," 291,919 "," 40,178 "," 8,390 "
District - Purnia,Rural," 576,602 "," 132,039 "," 110,795 "," 35,093 "," 2,049 "," 24,682 "," 7,673 "," 205,776 "," 5,080 "," 258,352 "," 26,664 "," 5,435 "
District - Purnia,Urban," 64,111 "," 32,937 "," 15,613 "," 28,107 "," 2,121 "," 4,812 "," 1,837 "," 35,430 "," 2,488 "," 33,567 "," 13,514 "," 2,955 "
District - Katihar,Total," 617,063 "," 171,266 "," 132,058 "," 60,110 "," 2,941 "," 24,322 "," 8,276 "," 223,358 "," 8,052 "," 285,976 "," 35,004 "," 5,118 "
District - Katihar,Rural," 563,679 "," 142,279 "," 121,726 "," 33,908 "," 1,636 "," 20,240 "," 6,634 "," 193,542 "," 5,113 "," 261,119 "," 26,230 "," 3,923 "
District - Katihar,Urban," 53,384 "," 28,987 "," 10,332 "," 26,202 "," 1,305 "," 4,082 "," 1,642 "," 29,816 "," 2,939 "," 24,857 "," 8,774 "," 1,195 "
District - Madhepura,Total," 401,001 "," 122,774 "," 74,766 "," 23,209 "," 1,397 "," 21,912 "," 5,950 "," 171,436 "," 5,387 "," 169,936 "," 21,254 "," 4,560 "
District - Madhepura,Rural," 383,792 "," 113,524 "," 71,587 "," 17,841 "," 1,090 "," 20,799 "," 5,536 "," 162,153 "," 4,796 "," 163,569 "," 18,462 "," 3,983 "
District - Madhepura,Urban," 17,209 "," 9,250 "," 3,179 "," 5,368 ", 307 ," 1,113 ", 414 ," 9,283 ", 591 ," 6,367 "," 2,792 ", 577 
District - Saharsa,Total," 368,212 "," 132,591 "," 60,611 "," 30,518 "," 1,668 "," 17,747 "," 4,957 "," 155,660 "," 5,700 "," 129,847 "," 20,489 "," 3,824 "
District - Saharsa,Rural," 339,776 "," 116,022 "," 53,985 "," 18,423 ", 968 ," 15,655 "," 3,970 "," 138,328 "," 4,008 "," 115,213 "," 14,710 "," 2,882 "
District - Saharsa,Urban," 28,436 "," 16,569 "," 6,626 "," 12,095 ", 700 ," 2,092 ", 987 ," 17,332 "," 1,692 "," 14,634 "," 5,779 ", 942 
District - Darbhanga,Total," 805,786 "," 306,988 "," 199,508 "," 80,085 "," 6,280 "," 46,925 "," 17,179 "," 407,567 "," 15,973 "," 320,695 "," 52,586 "," 10,325 "
District - Darbhanga,Rural," 732,270 "," 265,218 "," 178,863 "," 49,826 "," 3,939 "," 41,862 "," 14,568 "," 363,931 "," 12,085 "," 284,427 "," 38,938 "," 7,555 "
District - Darbhanga,Urban," 73,516 "," 41,770 "," 20,645 "," 30,259 "," 2,341 "," 5,063 "," 2,611 "," 43,636 "," 3,888 "," 36,268 "," 13,648 "," 2,770 "
District - Muzaffarpur,Total," 947,863 "," 449,632 "," 259,307 "," 172,027 "," 10,290 "," 62,722 "," 30,120 "," 499,073 "," 18,286 "," 548,802 "," 94,249 "," 23,333 "
District - Muzaffarpur,Rural," 859,579 "," 390,305 "," 241,709 "," 119,830 "," 6,405 "," 53,719 "," 25,918 "," 440,287 "," 13,102 "," 497,661 "," 69,358 "," 18,042 "
District - Muzaffarpur,Urban," 88,284 "," 59,327 "," 17,598 "," 52,197 "," 3,885 "," 9,003 "," 4,202 "," 58,786 "," 5,184 "," 51,141 "," 24,891 "," 5,291 "
District - Gopalganj,Total," 421,727 "," 276,915 "," 154,764 "," 61,380 "," 3,707 "," 29,889 "," 13,560 "," 296,491 "," 6,263 "," 312,727 "," 51,902 "," 9,508 "
District - Gopalganj,Rural," 396,391 "," 260,636 "," 145,597 "," 51,856 "," 3,051 "," 27,289 "," 12,563 "," 278,594 "," 5,627 "," 297,819 "," 46,626 "," 8,667 "
District - Gopalganj,Urban," 25,336 "," 16,279 "," 9,167 "," 9,524 ", 656 ," 2,600 ", 997 ," 17,897 ", 636 ," 14,908 "," 5,276 ", 841 
District - Siwan,Total," 544,879 "," 402,557 "," 181,860 "," 74,071 "," 3,834 "," 33,999 "," 14,390 "," 378,819 "," 8,090 "," 382,782 "," 64,065 "," 10,891 "
District - Siwan,Rural," 516,701 "," 382,793 "," 173,265 "," 59,357 "," 2,991 "," 31,317 "," 13,604 "," 357,158 "," 7,122 "," 367,070 "," 57,069 "," 9,861 "
District - Siwan,Urban," 28,178 "," 19,764 "," 8,595 "," 14,714 ", 843 ," 2,682 ", 786 ," 21,661 ", 968 ," 15,712 "," 6,996 "," 1,030 "
District - Saran (chhapra),Total," 641,742 "," 393,816 "," 243,581 "," 128,169 "," 4,509 "," 32,933 "," 15,821 "," 398,651 "," 9,488 "," 431,759 "," 68,604 "," 10,948 "
District - Saran (chhapra),Rural," 585,844 "," 355,157 "," 224,709 "," 100,924 "," 3,101 "," 28,114 "," 13,608 "," 361,994 "," 7,546 "," 399,546 "," 58,449 "," 9,224 "
District - Saran (chhapra),Urban," 55,898 "," 38,659 "," 18,872 "," 27,245 "," 1,408 "," 4,819 "," 2,213 "," 36,657 "," 1,942 "," 32,213 "," 10,155 "," 1,724 "
District - Vaishali,Total," 632,626 "," 338,601 "," 200,083 "," 101,269 "," 4,810 "," 34,754 "," 15,248 "," 365,200 "," 9,675 "," 397,202 "," 60,246 "," 11,316 "
District - Vaishali,Rural," 595,165 "," 316,529 "," 189,242 "," 85,612 "," 3,853 "," 31,755 "," 14,143 "," 341,399 "," 8,544 "," 375,791 "," 53,011 "," 9,959 "
District - Vaishali,Urban," 37,461 "," 22,072 "," 10,841 "," 15,657 ", 957 ," 2,999 "," 1,105 "," 23,801 "," 1,131 "," 21,411 "," 7,235 "," 1,357 "
District - Samastipur,Total," 850,353 "," 377,365 "," 183,813 "," 84,248 "," 5,379 "," 45,539 "," 16,741 "," 412,873 "," 11,807 "," 458,268 "," 56,464 "," 10,621 "
District - Samastipur,Rural," 822,111 "," 359,111 "," 176,369 "," 70,830 "," 4,506 "," 42,906 "," 15,753 "," 395,147 "," 10,398 "," 444,864 "," 50,625 "," 9,617 "
District - Samastipur,Urban," 28,242 "," 18,254 "," 7,444 "," 13,418 ", 873 ," 2,633 ", 988 ," 17,726 "," 1,409 "," 13,404 "," 5,839 "," 1,004 "
District - Begusarai,Total," 596,110 "," 258,554 "," 106,532 "," 76,761 "," 4,644 "," 38,483 "," 13,978 "," 309,910 "," 10,447 "," 295,852 "," 41,377 "," 9,821 "
