Name,Type,Total,Bank,Radio,Television,ComputerInternet,ComputerNoInternet,Landline,Mobile,Both,Bicycle,Scooter,Car
District - Visakhapatnam,Rural," 583,474 "," 243,039 "," 56,921 "," 223,800 "," 2,752 "," 21,666 "," 10,746 "," 205,478 "," 7,417 "," 153,408 "," 47,927 "," 4,833 "
District - Visakhapatnam,Urban," 542,692 "," 341,743 "," 124,150 "," 443,176 "," 42,740 "," 57,571 "," 28,747 "," 356,149 "," 49,287 "," 143,868 "," 193,265 "," 41,636 "
District - East Godavari,Total," 1,407,410 "," 551,705 "," 113,126 "," 821,421 "," 22,411 "," 71,373 "," 65,415 "," 614,288 "," 52,789 "," 779,052 "," 232,073 "," 25,381 "
District - East Godavari,Rural," 1,063,044 "," 372,308 "," 69,915 "," 562,029 "," 6,897 "," 42,162 "," 47,564 "," 415,650 "," 28,516 "," 609,831 "," 132,558 "," 10,885 "
District - East Godavari,Urban," 344,366 "," 179,397 "," 43,211 "," 259,392 "," 15,514 "," 29,211 "," 17,851 "," 198,638 "," 24,273 "," 169,221 "," 99,515 "," 14,496 "
District - West Godavari,Total," 1,075,780 "," 468,728 "," 70,135 "," 648,607 "," 12,050 "," 43,563 "," 56,671 "," 478,091 "," 43,490 "," 605,463 "," 182,698 "," 14,687 "
District - West Godavari,Rural," 870,607 "," 365,928 "," 51,043 "," 498,552 "," 4,648 "," 28,970 "," 45,743 "," 365,603 "," 27,729 "," 496,800 "," 127,093 "," 7,986 "
District - West Godavari,Urban," 205,173 "," 102,800 "," 19,092 "," 150,055 "," 7,402 "," 14,593 "," 10,928 "," 112,488 "," 15,761 "," 108,663 "," 55,605 "," 6,701 "
District - Krishna,Total," 1,227,257 "," 648,787 "," 112,568 "," 794,346 "," 30,438 "," 71,012 "," 76,037 "," 598,166 "," 69,493 "," 525,079 "," 212,111 "," 27,969 "
District - Krishna,Rural," 754,361 "," 380,777 "," 43,539 "," 432,701 "," 4,441 "," 31,146 "," 50,700 "," 304,511 "," 26,707 "," 345,068 "," 89,077 "," 7,314 "
District - Krishna,Urban," 472,896 "," 268,010 "," 69,029 "," 361,645 "," 25,997 "," 39,866 "," 25,337 "," 293,655 "," 42,786 "," 180,011 "," 123,034 "," 20,655 "
District - Guntur,Total," 1,287,831 "," 620,301 "," 106,907 "," 816,849 "," 19,383 "," 61,051 "," 62,229 "," 617,321 "," 53,583 "," 454,586 "," 190,079 "," 17,424 "
District - Guntur,Rural," 877,109 "," 407,514 "," 59,368 "," 505,850 "," 4,109 "," 32,189 "," 43,615 "," 377,168 "," 22,306 "," 292,549 "," 90,510 "," 5,198 "
District - Guntur,Urban," 410,722 "," 212,787 "," 47,539 "," 310,999 "," 15,274 "," 28,862 "," 18,614 "," 240,153 "," 31,277 "," 162,037 "," 99,569 "," 12,226 "
District - Prakasam,Total," 857,276 "," 497,558 "," 40,847 "," 468,022 "," 6,151 "," 37,460 "," 25,076 "," 451,056 "," 18,557 "," 226,045 "," 105,940 "," 9,071 "
District - Prakasam,Rural," 692,542 "," 398,953 "," 30,717 "," 343,077 "," 2,369 "," 27,401 "," 19,123 "," 344,125 "," 11,794 "," 170,078 "," 70,280 "," 5,282 "
District - Prakasam,Urban," 164,734 "," 98,605 "," 10,130 "," 124,945 "," 3,782 "," 10,059 "," 5,953 "," 106,931 "," 6,763 "," 55,967 "," 35,660 "," 3,789 "
District - Sri Potti Sriramulu Nellore,Total," 772,625 "," 417,498 "," 41,899 "," 486,148 "," 10,201 "," 29,382 "," 29,524 "," 380,926 "," 33,129 "," 162,980 "," 108,096 "," 11,661 "
District - Sri Potti Sriramulu Nellore,Rural," 567,914 "," 300,093 "," 26,826 "," 319,151 "," 2,311 "," 14,715 "," 21,154 "," 254,387 "," 15,963 "," 99,840 "," 52,508 "," 3,799 "
District - Sri Potti Sriramulu Nellore,Urban," 204,711 "," 117,405 "," 15,073 "," 166,997 "," 7,890 "," 14,667 "," 8,370 "," 126,539 "," 17,166 "," 63,140 "," 55,588 "," 7,862 "
District - Y.s.r.,Total," 703,136 "," 423,213 "," 54,033 "," 409,629 "," 6,667 "," 33,256 "," 18,578 "," 408,374 "," 12,689 "," 130,524 "," 98,736 "," 7,558 "
District - Y.s.r.,Rural," 475,919 "," 290,378 "," 34,879 "," 236,062 "," 2,216 "," 18,431 "," 10,922 "," 255,117 "," 5,696 "," 57,880 "," 44,189 "," 3,131 "
District - Y.s.r.,Urban," 227,217 "," 132,835 "," 19,154 "," 173,567 "," 4,451 "," 14,825 "," 7,656 "," 153,257 "," 6,993 "," 72,644 "," 54,547 "," 4,427 "
District - Kurnool,Total," 877,182 "," 511,370 "," 79,714 "," 543,044 "," 10,081 "," 46,397 "," 30,605 "," 519,103 "," 22,698 "," 271,815 "," 118,153 "," 10,622 "
District - Kurnool,Rural," 630,786 "," 365,329 "," 47,881 "," 351,412 "," 2,502 "," 27,052 "," 18,285 "," 351,233 "," 11,572 "," 164,211 "," 55,656 "," 3,748 "
District - Kurnool,Urban," 246,396 "," 146,041 "," 31,833 "," 191,632 "," 7,579 "," 19,345 "," 12,320 "," 167,870 "," 11,126 "," 107,604 "," 62,497 "," 6,874 "
District - Anantapur,Total," 961,165 "," 610,085 "," 63,528 "," 559,461 "," 8,606 "," 39,693 "," 24,039 "," 534,408 "," 22,640 "," 206,433 "," 144,214 "," 9,915 "
District - Anantapur,Rural," 698,439 "," 465,135 "," 43,730 "," 352,152 "," 2,395 "," 23,232 "," 14,382 "," 359,296 "," 10,994 "," 112,333 "," 72,315 "," 4,405 "
District - Anantapur,Urban," 262,726 "," 144,950 "," 19,798 "," 207,309 "," 6,211 "," 16,461 "," 9,657 "," 175,112 "," 11,646 "," 94,100 "," 71,899 "," 5,510 "
District - Chittoor,Total," 1,022,116 "," 659,766 "," 93,489 "," 611,465 "," 13,763 "," 53,324 "," 35,378 "," 561,188 "," 36,237 "," 225,856 "," 186,568 "," 16,296 "
District - Chittoor,Rural," 727,635 "," 473,238 "," 58,965 "," 374,126 "," 2,913 "," 29,480 "," 22,979 "," 362,829 "," 16,399 "," 134,805 "," 96,144 "," 5,627 "
District - Chittoor,Urban," 294,481 "," 186,528 "," 34,524 "," 237,339 "," 10,850 "," 23,844 "," 12,399 "," 198,359 "," 19,838 "," 91,051 "," 90,424 "," 10,669 "
District - Belgaum,Total," 963,825 "," 681,000 "," 152,541 "," 468,274 "," 17,560 "," 55,937 "," 48,042 "," 543,121 "," 50,322 "," 519,937 "," 228,887 "," 35,104 "
District - Belgaum,Rural," 708,069 "," 509,443 "," 108,929 "," 281,404 "," 4,197 "," 29,918 "," 32,057 "," 386,333 "," 23,238 "," 399,884 "," 136,153 "," 16,339 "
District - Belgaum,Urban," 255,756 "," 171,557 "," 43,612 "," 186,870 "," 13,363 "," 26,019 "," 15,985 "," 156,788 "," 27,084 "," 120,053 "," 92,734 "," 18,765 "
District - Bagalkot,Total," 355,377 "," 224,914 "," 37,022 "," 161,280 "," 3,745 "," 22,552 "," 14,552 "," 205,045 "," 14,687 "," 153,879 "," 69,279 "," 9,726 "
District - Bagalkot,Rural," 238,746 "," 157,726 "," 23,573 "," 87,993 ", 849 ," 13,350 "," 9,161 "," 134,412 "," 7,964 "," 107,551 "," 40,125 "," 4,829 "
District - Bagalkot,Urban," 116,631 "," 67,188 "," 13,449 "," 73,287 "," 2,896 "," 9,202 "," 5,391 "," 70,633 "," 6,723 "," 46,328 "," 29,154 "," 4,897 "
District - Bijapur,Total," 405,076 "," 261,200 "," 55,653 "," 164,015 "," 4,987 "," 31,584 "," 21,320 "," 247,885 "," 15,318 "," 161,995 "," 67,663 "," 11,722 "
District - Bijapur,Rural," 307,984 "," 202,410 "," 41,322 "," 95,649 "," 1,155 "," 20,741 "," 13,111 "," 186,845 "," 9,011 "," 124,206 "," 38,587 "," 6,768 "
District - Bijapur,Urban," 97,092 "," 58,790 "," 14,331 "," 68,366 "," 3,832 "," 10,843 "," 8,209 "," 61,040 "," 6,307 "," 37,789 "," 29,076 "," 4,954 "
District - Bidar,Total," 313,521 "," 152,132 "," 21,485 "," 116,314 "," 3,971 "," 32,101 "," 28,962 "," 141,567 "," 17,454 "," 102,869 "," 44,813 "," 9,724 "
District - Bidar,Rural," 237,380 "," 112,577 "," 15,285 "," 69,524 "," 1,646 "," 22,566 "," 22,098 "," 98,294 "," 10,960 "," 71,968 "," 22,432 "," 5,903 "
District - Bidar,Urban," 76,141 "," 39,555 "," 6,200 "," 46,790 "," 2,325 "," 9,535 "," 6,864 "," 43,273 "," 6,494 "," 30,901 "," 22,381 "," 3,821 "
District - Raichur,Total," 359,337 "," 181,738 "," 43,144 "," 162,411 "," 5,200 "," 28,703 "," 18,739 "," 211,894 "," 12,001 "," 120,959 "," 70,603 "," 11,104 "
District - Raichur,Rural," 264,274 "," 128,290 "," 28,637 "," 95,880 "," 1,851 "," 18,219 "," 11,979 "," 149,726 "," 6,812 "," 81,724 "," 39,092 "," 6,554 "
District - Raichur,Urban," 95,063 "," 53,448 "," 14,507 "," 66,531 "," 3,349 "," 10,484 "," 6,760 "," 62,168 "," 5,189 "," 39,235 "," 31,511 "," 4,550 "
District - Koppal,Total," 259,396 "," 158,016 "," 27,892 "," 113,995 "," 2,135 "," 13,128 "," 8,929 "," 148,202 "," 9,505 "," 97,577 "," 45,100 "," 6,211 "
District - Koppal,Rural," 213,217 "," 129,373 "," 21,730 "," 82,474 "," 1,093 "," 9,796 "," 7,277 "," 117,288 "," 6,825 "," 77,565 "," 31,061 "," 4,274 "
District - Koppal,Urban," 46,179 "," 28,643 "," 6,162 "," 31,521 "," 1,042 "," 3,332 "," 1,652 "," 30,914 "," 2,680 "," 20,012 "," 14,039 "," 1,937 "
District - Gadag,Total," 215,602 "," 156,994 "," 29,345 "," 104,708 "," 3,373 "," 12,252 "," 10,794 "," 108,418 "," 9,204 "," 73,191 "," 30,957 "," 5,205 "
District - Gadag,Rural," 137,799 "," 109,479 "," 16,146 "," 54,138 "," 1,143 "," 5,831 "," 6,623 "," 64,176 "," 5,292 "," 41,705 "," 12,791 "," 2,405 "
District - Gadag,Urban," 77,803 "," 47,515 "," 13,199 "," 50,570 "," 2,230 "," 6,421 "," 4,171 "," 44,242 "," 3,912 "," 31,486 "," 18,166 "," 2,800 "
District - Dharwad,Total," 372,054 "," 267,629 "," 77,142 "," 233,604 "," 15,013 "," 34,572 "," 24,241 "," 211,479 "," 30,610 "," 111,313 "," 91,208 "," 21,127 "
District - Dharwad,Rural," 157,960 "," 125,642 "," 23,205 "," 69,276 ", 602 ," 7,021 "," 7,368 "," 83,076 "," 7,180 "," 50,322 "," 17,282 "," 3,553 "
District - Dharwad,Urban," 214,094 "," 141,987 "," 53,937 "," 164,328 "," 14,411 "," 27,551 "," 16,873 "," 128,403 "," 23,430 "," 60,991 "," 73,926 "," 17,574 "
District - Uttara Kannada,Total," 319,912 "," 251,186 "," 53,228 "," 168,026 "," 6,129 "," 15,372 "," 34,749 "," 147,851 "," 35,782 "," 122,891 "," 73,848 "," 13,152 "
District - Uttara Kannada,Rural," 226,803 "," 176,321 "," 38,371 "," 98,778 "," 2,534 "," 8,154 "," 28,399 "," 93,424 "," 21,320 "," 82,509 "," 42,254 "," 7,209 "
District - Uttara Kannada,Urban," 93,109 "," 74,865 "," 14,857 "," 69,248 "," 3,595 "," 7,218 "," 6,350 "," 54,427 "," 14,462 "," 40,382 "," 31,594 "," 5,943 "
District - Haveri,Total," 325,456 "," 210,416 "," 35,550 "," 155,076 "," 2,456 "," 15,363 "," 12,071 "," 173,044 "," 9,700 "," 117,943 "," 47,577 "," 5,681 "
District - Haveri,Rural," 254,181 "," 169,852 "," 27,082 "," 108,227 ", 732 ," 10,072 "," 8,978 "," 129,580 "," 5,763 "," 90,670 "," 29,862 "," 2,885 "
District - Haveri,Urban," 71,275 "," 40,564 "," 8,468 "," 46,849 "," 1,724 "," 5,291 "," 3,093 "," 43,464 "," 3,937 "," 27,273 "," 17,715 "," 2,796 "
District - Bellary,Total," 481,704 "," 239,994 "," 40,985 "," 291,101 "," 9,626 "," 30,564 "," 20,960 "," 288,487 "," 17,603 "," 164,714 "," 111,250 "," 14,163 "
District - Bellary,Rural," 291,383 "," 142,212 "," 23,659 "," 144,772 "," 1,380 "," 12,161 "," 9,494 "," 162,645 "," 6,894 "," 93,392 "," 44,767 "," 4,512 "
District - Bellary,Urban," 190,321 "," 97,782 "," 17,326 "," 146,329 "," 8,246 "," 18,403 "," 11,466 "," 125,842 "," 10,709 "," 71,322 "," 66,483 "," 9,651 "
District - Chitradurga,Total," 354,143 "," 190,436 "," 50,130 "," 174,344 "," 5,711 "," 23,186 "," 18,143 "," 168,893 "," 19,601 "," 102,607 "," 55,959 "," 7,425 "
District - Chitradurga,Rural," 282,019 "," 151,275 "," 38,338 "," 120,208 "," 2,870 "," 16,360 "," 13,613 "," 124,302 "," 14,143 "," 81,469 "," 36,092 "," 3,834 "
District - Chitradurga,Urban," 72,124 "," 39,161 "," 11,792 "," 54,136 "," 2,841 "," 6,826 "," 4,530 "," 44,591 "," 5,458 "," 21,138 "," 19,867 "," 3,591 "
District - Davanagere,Total," 404,840 "," 204,753 "," 44,415 "," 256,051 "," 7,320 "," 32,096 "," 23,773 "," 239,519 "," 21,280 "," 146,389 "," 90,291 "," 15,449 "
District - Davanagere,Rural," 272,929 "," 134,412 "," 28,026 "," 150,737 "," 1,639 "," 15,709 "," 15,018 "," 153,277 "," 12,166 "," 97,521 "," 48,354 "," 6,868 "
District - Davanagere,Urban," 131,911 "," 70,341 "," 16,389 "," 105,314 "," 5,681 "," 16,387 "," 8,755 "," 86,242 "," 9,114 "," 48,868 "," 41,937 "," 8,581 "
District - Shimoga,Total," 402,139 "," 277,769 "," 65,755 "," 259,899 "," 8,791 "," 26,416 "," 30,873 "," 234,606 "," 33,676 "," 165,796 "," 111,532 "," 20,781 "
District - Shimoga,Rural," 257,060 "," 183,523 "," 42,783 "," 140,021 "," 1,967 "," 11,781 "," 22,942 "," 136,584 "," 19,930 "," 105,804 "," 55,885 "," 8,414 "
District - Shimoga,Urban," 145,079 "," 94,246 "," 22,972 "," 119,878 "," 6,824 "," 14,635 "," 7,931 "," 98,022 "," 13,746 "," 59,992 "," 55,647 "," 12,367 "
District - Udupi,Total," 246,313 "," 230,832 "," 78,521 "," 173,033 "," 9,070 "," 15,747 "," 23,229 "," 145,571 "," 52,148 "," 79,637 "," 65,169 "," 21,349 "
District - Udupi,Rural," 174,548 "," 163,004 "," 56,729 "," 112,409 "," 3,107 "," 7,743 "," 17,218 "," 103,554 "," 33,116 "," 56,176 "," 37,174 "," 10,396 "
District - Udupi,Urban," 71,765 "," 67,828 "," 21,792 "," 60,624 "," 5,963 "," 8,004 "," 6,011 "," 42,017 "," 19,032 "," 23,461 "," 27,995 "," 10,953 "
District - Chikmagalur,Total," 272,173 "," 179,046 "," 51,203 "," 169,969 "," 4,510 "," 14,217 "," 38,308 "," 123,117 "," 35,102 "," 76,379 "," 59,192 "," 15,446 "
District - Chikmagalur,Rural," 215,334 "," 141,413 "," 43,249 "," 122,446 "," 2,337 "," 8,632 "," 34,218 "," 85,707 "," 28,745 "," 57,805 "," 39,563 "," 10,169 "
District - Chikmagalur,Urban," 56,839 "," 37,633 "," 7,954 "," 47,523 "," 2,173 "," 5,585 "," 4,090 "," 37,410 "," 6,357 "," 18,574 "," 19,629 "," 5,277 "
District - Tumkur,Total," 636,394 "," 313,186 "," 132,572 "," 321,848 "," 7,971 "," 33,780 "," 53,802 "," 285,439 "," 33,669 "," 276,586 "," 137,806 "," 14,929 "
District - Tumkur,Rural," 495,885 "," 232,783 "," 106,010 "," 214,233 "," 2,086 "," 18,353 "," 44,341 "," 197,347 "," 23,550 "," 221,768 "," 86,088 "," 6,198 "
District - Tumkur,Urban," 140,509 "," 80,403 "," 26,562 "," 107,615 "," 5,885 "," 15,427 "," 9,461 "," 88,092 "," 10,119 "," 54,818 "," 51,718 "," 8,731 "
District - Bangalore,Total," 2,377,056 "," 1,590,792 "," 1,008,239 "," 2,042,977 "," 430,880 "," 359,223 "," 211,852 "," 1,609,899 "," 359,041 "," 545,433 "," 1,053,876 "," 414,862 "
District - Bangalore,Rural," 207,628 "," 106,191 "," 63,466 "," 152,740 "," 6,332 "," 16,411 "," 11,078 "," 151,152 "," 7,474 "," 57,068 "," 63,709 "," 13,552 "
District - Bangalore,Urban," 2,169,428 "," 1,484,601 "," 944,773 "," 1,890,237 "," 424,548 "," 342,812 "," 200,774 "," 1,458,747 "," 351,567 "," 488,365 "," 990,167 "," 401,310 "
District - Mandya,Total," 426,578 "," 235,721 "," 103,964 "," 236,020 "," 3,367 "," 16,898 "," 28,508 "," 221,352 "," 15,234 "," 192,330 "," 96,273 "," 8,188 "
District - Mandya,Rural," 354,049 "," 194,494 "," 86,442 "," 180,326 "," 1,473 "," 11,667 "," 24,113 "," 174,121 "," 11,561 "," 163,406 "," 70,800 "," 4,635 "
District - Mandya,Urban," 72,529 "," 41,227 "," 17,522 "," 55,694 "," 1,894 "," 5,231 "," 4,395 "," 47,231 "," 3,673 "," 28,924 "," 25,473 "," 3,553 "
District - Hassan,Total," 429,292 "," 318,373 "," 94,906 "," 272,295 "," 4,851 "," 18,593 "," 40,596 "," 239,448 "," 27,395 "," 138,247 "," 97,603 "," 14,979 "
District - Hassan,Rural," 339,911 "," 252,574 "," 74,370 "," 197,633 "," 1,521 "," 11,056 "," 35,632 "," 174,931 "," 20,310 "," 110,799 "," 62,981 "," 7,962 "
District - Hassan,Urban," 89,381 "," 65,799 "," 20,536 "," 74,662 "," 3,330 "," 7,537 "," 4,964 "," 64,517 "," 7,085 "," 27,448 "," 34,622 "," 7,017 "
District - Dakshina Kannada,Total," 425,291 "," 368,706 "," 147,263 "," 285,365 "," 23,305 "," 31,928 "," 42,129 "," 231,383 "," 102,433 "," 69,944 "," 97,610 "," 47,655 "
District - Dakshina Kannada,Rural," 220,806 "," 186,078 "," 90,305 "," 117,817 "," 3,476 "," 9,676 "," 28,118 "," 107,144 "," 51,533 "," 41,884 "," 38,349 "," 16,270 "
District - Dakshina Kannada,Urban," 204,485 "," 182,628 "," 56,958 "," 167,548 "," 19,829 "," 22,252 "," 14,011 "," 124,239 "," 50,900 "," 28,060 "," 59,261 "," 31,385 "
District - Kodagu,Total," 138,303 "," 95,808 "," 65,260 "," 83,016 "," 3,308 "," 7,450 "," 21,188 "," 58,144 "," 24,777 "," 20,075 "," 22,161 "," 16,963 "
District - Kodagu,Rural," 118,509 "," 79,816 "," 57,677 "," 66,264 "," 2,035 "," 5,628 "," 19,652 "," 45,170 "," 21,107 "," 16,948 "," 17,341 "," 13,327 "
District - Kodagu,Urban," 19,794 "," 15,992 "," 7,583 "," 16,752 "," 1,273 "," 1,822 "," 1,536 "," 12,974 "," 3,670 "," 3,127 "," 4,820 "," 3,636 "
District - Mysore,Total," 688,422 "," 341,785 "," 183,684 "," 441,131 "," 28,397 "," 51,689 "," 37,642 "," 396,142 "," 38,821 "," 252,546 "," 211,066 "," 40,420 "
District - Mysore,Rural," 401,655 "," 165,771 "," 84,551 "," 200,154 "," 1,933 "," 16,444 "," 14,946 "," 209,178 "," 8,093 "," 152,410 "," 71,858 "," 5,665 "
District - Mysore,Urban," 286,767 "," 176,014 "," 99,133 "," 240,977 "," 26,464 "," 35,245 "," 22,696 "," 186,964 "," 30,728 "," 100,136 "," 139,208 "," 34,755 "
District - Chamrajnagar,Total," 244,198 "," 84,983 "," 57,986 "," 112,332 "," 1,334 "," 10,529 "," 10,155 "," 107,022 "," 5,722 "," 95,957 "," 36,601 "," 3,122 "
District - Chamrajnagar,Rural," 203,748 "," 69,565 "," 49,747 "," 85,156 ", 677 ," 7,634 "," 7,741 "," 83,962 "," 4,314 "," 80,049 "," 25,879 "," 1,742 "
District - Chamrajnagar,Urban," 40,450 "," 15,418 "," 8,239 "," 27,176 ", 657 ," 2,895 "," 2,414 "," 23,060 "," 1,408 "," 15,908 "," 10,722 "," 1,380 "
District - Gulbarga,Total," 465,245 "," 235,360 "," 59,889 "," 222,126 "," 9,752 "," 42,731 "," 29,585 "," 261,706 "," 16,557 "," 118,463 "," 73,797 "," 12,872 "
District - Gulbarga,Rural," 311,531 "," 156,512 "," 30,113 "," 112,958 "," 1,478 "," 20,923 "," 12,260 "," 164,006 "," 8,510 "," 68,529 "," 25,508 "," 5,273 "
District - Gulbarga,Urban," 153,714 "," 78,848 "," 29,776 "," 109,168 "," 8,274 "," 21,808 "," 17,325 "," 97,700 "," 8,047 "," 49,934 "," 48,289 "," 7,599 "
District - Yadgir,Total," 200,424 "," 78,202 "," 15,218 "," 61,249 "," 1,410 "," 11,806 "," 5,273 "," 109,522 "," 4,112 "," 37,532 "," 23,524 "," 4,365 "
District - Yadgir,Rural," 161,665 "," 60,738 "," 11,903 "," 38,766 ", 723 ," 9,102 "," 3,845 "," 84,693 "," 2,705 "," 28,871 "," 15,108 "," 3,044 "
District - Yadgir,Urban," 38,759 "," 17,464 "," 3,315 "," 22,483 ", 687 ," 2,704 "," 1,428 "," 24,829 "," 1,407 "," 8,661 "," 8,416 "," 1,321 "
District - Kolar,Total," 330,990 "," 161,708 "," 55,405 "," 209,698 "," 5,051 "," 22,184 "," 23,838 "," 177,116 "," 22,185 "," 127,046 "," 85,198 "," 9,208 "
District - Kolar,Rural," 226,245 "," 117,634 "," 36,913 "," 127,639 "," 1,262 "," 10,909 "," 17,075 "," 112,903 "," 14,584 "," 94,242 "," 53,512 "," 4,411 "
District - Kolar,Urban," 104,745 "," 44,074 "," 18,492 "," 82,059 "," 3,789 "," 11,275 "," 6,763 "," 64,213 "," 7,601 "," 32,804 "," 31,686 "," 4,797 "
District - Chikkaballapura,Total," 282,311 "," 150,135 "," 37,835 "," 152,493 "," 2,672 "," 14,688 "," 18,142 "," 135,265 "," 14,141 "," 96,837 "," 57,408 "," 6,620 "
District - Chikkaballapura,Rural," 220,309 "," 121,674 "," 28,197 "," 106,394 "," 1,041 "," 9,379 "," 14,409 "," 96,177 "," 10,348 "," 76,031 "," 40,327 "," 3,870 "
District - Chikkaballapura,Urban," 62,002 "," 28,461 "," 9,638 "," 46,099 "," 1,631 "," 5,309 "," 3,733 "," 39,088 "," 3,793 "," 20,806 "," 17,081 "," 2,750 "
District - Bangalore Rural,Total," 224,745 "," 110,630 "," 62,715 "," 156,967 "," 3,729 "," 13,337 "," 10,920 "," 146,993 "," 7,675 "," 93,908 "," 69,005 "," 10,389 "
District - Bangalore Rural,Rural," 162,398 "," 77,926 "," 44,594 "," 107,218 "," 1,512 "," 7,405 "," 7,544 "," 102,780 "," 4,765 "," 73,513 "," 49,900 "," 6,427 "
District - Bangalore Rural,Urban," 62,347 "," 32,704 "," 18,121 "," 49,749 "," 2,217 "," 5,932 "," 3,376 "," 44,213 "," 2,910 "," 20,395 "," 19,105 "," 3,962 "
District - Ramanagara,Total," 259,794 "," 101,233 "," 55,886 "," 141,873 "," 2,844 "," 15,159 "," 8,877 "," 132,654 "," 6,668 "," 82,389 "," 49,046 "," 5,537 "
District - Ramanagara,Rural," 200,171 "," 75,054 "," 41,808 "," 99,067 "," 1,199 "," 9,596 "," 6,250 "," 94,132 "," 4,254 "," 64,957 "," 33,073 "," 2,843 "
District - Ramanagara,Urban," 59,623 "," 26,179 "," 14,078 "," 42,806 "," 1,645 "," 5,563 "," 2,627 "," 38,522 "," 2,414 "," 17,432 "," 15,973 "," 2,694 "
District - North Goa,Total," 179,085 "," 156,177 "," 57,581 "," 146,307 "," 23,440 "," 32,826 "," 20,197 "," 99,169 "," 39,555 "," 41,713 "," 101,378 "," 44,342 "
District - North Goa,Rural," 71,412 "," 60,620 "," 16,547 "," 54,231 "," 4,712 "," 12,144 "," 8,146 "," 38,580 "," 12,836 "," 14,863 "," 36,331 "," 11,755 "
District - North Goa,Urban," 107,673 "," 95,557 "," 41,034 "," 92,076 "," 18,728 "," 20,682 "," 12,051 "," 60,589 "," 26,719 "," 26,850 "," 65,047 "," 32,587 "
District - South Goa,Total," 143,728 "," 124,082 "," 42,926 "," 115,535 "," 17,624 "," 26,675 "," 18,811 "," 74,364 "," 35,584 "," 37,799 "," 82,436 "," 35,031 "
District - South Goa,Rural," 53,262 "," 45,172 "," 13,873 "," 38,784 "," 4,149 "," 9,261 "," 8,413 "," 24,973 "," 12,154 "," 13,544 "," 28,260 "," 10,595 "
District - South Goa,Urban," 90,466 "," 78,910 "," 29,053 "," 76,751 "," 13,475 "," 17,414 "," 10,398 "," 49,391 "," 23,430 "," 24,255 "," 54,176 "," 24,436 "
District - Lakshadweep,Total," 10,703 "," 9,127 "," 2,165 "," 6,855 ", 327 ," 1,174 ", 870 ," 4,977 "," 4,176 "," 9,027 "," 4,109 ", 245 
District - Lakshadweep,Rural," 2,523 "," 2,186 ", 411 ," 1,362 ", 30 , 161 , 173 ," 1,396 ", 782 ," 1,952 ", 731 , 54 
District - Lakshadweep,Urban," 8,180 "," 6,941 "," 1,754 "," 5,493 ", 297 ," 1,013 ", 697 ," 3,581 "," 3,394 "," 7,075 "," 3,378 ", 191 
District - Kasaragod,Total," 267,762 "," 220,790 "," 75,335 "," 179,664 "," 10,378 "," 22,106 "," 32,813 "," 110,808 "," 95,824 "," 27,736 "," 34,267 "," 19,438 "
District - Kasaragod,Rural," 165,969 "," 138,283 "," 51,331 "," 100,711 "," 4,544 "," 11,586 "," 20,357 "," 69,413 "," 56,830 "," 12,737 "," 17,879 "," 10,740 "
District - Kasaragod,Urban," 101,793 "," 82,507 "," 24,004 "," 78,953 "," 5,834 "," 10,520 "," 12,456 "," 41,395 "," 38,994 "," 14,999 "," 16,388 "," 8,698 "
District - Kannur,Total," 543,209 "," 470,411 "," 239,332 "," 423,337 "," 32,653 "," 51,287 "," 62,097 "," 247,886 "," 193,231 "," 66,300 "," 76,530 "," 44,108 "
District - Kannur,Rural," 198,846 "," 171,883 "," 77,532 "," 135,930 "," 7,104 "," 13,627 "," 24,629 "," 84,385 "," 72,851 "," 15,615 "," 20,729 "," 13,247 "
District - Kannur,Urban," 344,363 "," 298,528 "," 161,800 "," 287,407 "," 25,549 "," 37,660 "," 37,468 "," 163,501 "," 120,380 "," 50,685 "," 55,801 "," 30,861 "
District - Wayanad,Total," 185,403 "," 140,037 "," 48,187 "," 109,972 "," 4,712 "," 11,232 "," 16,555 "," 91,600 "," 47,065 "," 15,359 "," 22,721 "," 13,027 "
District - Wayanad,Rural," 178,686 "," 135,067 "," 46,531 "," 105,029 "," 4,202 "," 10,525 "," 16,236 "," 87,821 "," 45,305 "," 14,418 "," 21,390 "," 12,099 "
District - Wayanad,Urban," 6,717 "," 4,970 "," 1,656 "," 4,943 ", 510 , 707 , 319 ," 3,779 "," 1,760 ", 941 ," 1,331 ", 928 
District - Kozhikode,Total," 683,825 "," 494,865 "," 228,436 "," 490,719 "," 36,791 "," 70,811 "," 99,037 "," 294,411 "," 238,753 "," 94,227 "," 149,330 "," 54,277 "
District - Kozhikode,Rural," 232,228 "," 166,519 "," 73,556 "," 142,431 "," 7,519 "," 20,482 "," 40,214 "," 87,122 "," 84,395 "," 21,769 "," 38,032 "," 13,625 "
District - Kozhikode,Urban," 451,597 "," 328,346 "," 154,880 "," 348,288 "," 29,272 "," 50,329 "," 58,823 "," 207,289 "," 154,358 "," 72,458 "," 111,298 "," 40,652 "
District - Malappuram,Total," 774,595 "," 528,229 "," 207,137 "," 485,406 "," 27,909 "," 92,009 "," 77,464 "," 424,435 "," 218,598 "," 96,908 "," 138,096 "," 59,145 "
District - Malappuram,Rural," 437,511 "," 301,835 "," 112,557 "," 263,081 "," 13,268 "," 46,400 "," 41,058 "," 246,133 "," 115,018 "," 52,615 "," 76,008 "," 29,403 "
