Name,Type,Total,TapwaterTreated,TapwaterUntreated,CoveredWell,UncoveredWell,Handpump,Tubewell,Spring,River,Tank,Other
District - Sivaganga,Rural," 236,937 "," 83,694 "," 75,547 "," 2,638 "," 13,887 "," 11,286 "," 22,329 "," 1,292 "," 1,249 "," 23,723 "," 1,292 "
District - Sivaganga,Urban," 105,023 "," 53,357 "," 22,995 "," 3,613 "," 4,518 "," 1,242 "," 14,307 ", 185 , 77 ," 1,690 "," 3,039 "
District - Madurai,Total," 797,939 "," 522,894 "," 155,818 "," 2,031 "," 3,207 "," 27,920 "," 62,999 "," 2,055 ", 810 ," 1,171 "," 19,034 "
District - Madurai,Rural," 319,126 "," 177,833 "," 102,667 ", 746 ," 2,052 "," 8,734 "," 21,736 "," 1,181 ", 571 , 781 ," 2,825 "
District - Madurai,Urban," 478,813 "," 345,061 "," 53,151 "," 1,285 "," 1,155 "," 19,186 "," 41,263 ", 874 , 239 , 390 ," 16,209 "
District - Theni,Total," 340,965 "," 259,203 "," 61,176 "," 1,016 ", 996 ," 1,394 "," 11,199 ", 508 ," 1,281 ", 27 ," 4,165 "
District - Theni,Rural," 158,207 "," 99,711 "," 47,551 ", 634 , 884 , 595 ," 5,996 ", 426 ," 1,185 ", 13 ," 1,212 "
District - Theni,Urban," 182,758 "," 159,492 "," 13,625 ", 382 , 112 , 799 ," 5,203 ", 82 , 96 , 14 ," 2,953 "
District - Virudunagar,Total," 540,132 "," 243,243 "," 209,855 "," 2,382 "," 4,158 "," 26,695 "," 35,098 ", 684 ," 1,504 ", 103 ," 16,410 "
District - Virudunagar,Rural," 266,882 "," 99,843 "," 120,928 "," 1,615 "," 3,109 "," 16,013 "," 20,747 ", 431 ," 1,086 ", 68 ," 3,042 "
District - Virudunagar,Urban," 273,250 "," 143,400 "," 88,927 ", 767 ," 1,049 "," 10,682 "," 14,351 ", 253 , 418 , 35 ," 13,368 "
District - Ramanathapuram,Total," 328,955 "," 95,574 "," 95,263 "," 11,437 "," 48,007 "," 12,584 "," 13,731 "," 1,170 "," 3,192 "," 25,155 "," 22,842 "
District - Ramanathapuram,Rural," 232,147 "," 63,947 "," 70,110 "," 7,052 "," 39,328 "," 8,642 "," 9,844 ", 796 ," 1,684 "," 24,784 "," 5,960 "
District - Ramanathapuram,Urban," 96,808 "," 31,627 "," 25,153 "," 4,385 "," 8,679 "," 3,942 "," 3,887 ", 374 ," 1,508 ", 371 ," 16,882 "
District - Thoothukkudi,Total," 464,324 "," 292,350 "," 105,302 "," 2,514 "," 7,483 "," 22,355 "," 22,241 ", 183 ," 1,162 "," 1,878 "," 8,856 "
District - Thoothukkudi,Rural," 239,037 "," 128,052 "," 73,455 ", 743 ," 5,753 "," 12,340 "," 12,581 ", 97 , 529 ," 1,683 "," 3,804 "
District - Thoothukkudi,Urban," 225,287 "," 164,298 "," 31,847 "," 1,771 "," 1,730 "," 10,015 "," 9,660 ", 86 , 633 , 195 ," 5,052 "
District - Tirunelveli,Total," 820,327 "," 594,461 "," 137,333 "," 2,073 "," 3,638 "," 20,460 "," 43,906 ", 619 ," 2,719 ", 346 ," 14,772 "
District - Tirunelveli,Rural," 422,597 "," 286,566 "," 95,302 "," 1,350 "," 2,689 "," 5,351 "," 24,840 ", 335 ," 1,485 ", 168 ," 4,511 "
District - Tirunelveli,Urban," 397,730 "," 307,895 "," 42,031 ", 723 , 949 ," 15,109 "," 19,066 ", 284 ," 1,234 ", 178 ," 10,261 "
District - Kanniyakumari,Total," 489,201 "," 222,685 "," 95,798 "," 41,502 "," 65,425 "," 4,264 "," 50,632 "," 2,350 "," 1,315 ", 411 ," 4,819 "
District - Kanniyakumari,Rural," 86,390 "," 39,857 "," 24,897 "," 4,633 "," 6,716 ", 510 ," 7,466 ", 758 , 395 , 84 ," 1,074 "
District - Kanniyakumari,Urban," 402,811 "," 182,828 "," 70,901 "," 36,869 "," 58,709 "," 3,754 "," 43,166 "," 1,592 ", 920 , 327 ," 3,745 "
District - Dharmapuri,Total," 380,924 "," 105,083 "," 107,139 "," 5,473 "," 59,989 "," 50,973 "," 48,634 ", 299 , 939 , 125 ," 2,270 "
District - Dharmapuri,Rural," 315,563 "," 77,271 "," 93,254 "," 4,925 "," 56,603 "," 45,356 "," 36,248 ", 260 , 829 , 119 , 698 
District - Dharmapuri,Urban," 65,361 "," 27,812 "," 13,885 ", 548 ," 3,386 "," 5,617 "," 12,386 ", 39 , 110 , 6 ," 1,572 "
District - Krishnagiri,Total," 450,062 "," 212,861 "," 127,363 "," 4,307 "," 21,597 "," 28,173 "," 50,206 "," 1,279 ", 741 , 298 ," 3,237 "
District - Krishnagiri,Rural," 344,807 "," 144,503 "," 113,777 "," 3,479 "," 20,053 "," 25,076 "," 34,509 ", 711 , 672 , 253 ," 1,774 "
District - Krishnagiri,Urban," 105,255 "," 68,358 "," 13,586 ", 828 ," 1,544 "," 3,097 "," 15,697 ", 568 , 69 , 45 ," 1,463 "
District - Coimbatore,Total," 945,943 "," 828,741 "," 58,219 "," 3,989 "," 14,470 "," 2,998 "," 27,863 ", 758 ," 1,164 ", 98 ," 7,643 "
District - Coimbatore,Rural," 237,155 "," 177,205 "," 23,717 "," 2,396 "," 11,433 "," 1,294 "," 19,097 ", 260 , 552 , 40 ," 1,161 "
District - Coimbatore,Urban," 708,788 "," 651,536 "," 34,502 "," 1,593 "," 3,037 "," 1,704 "," 8,766 ", 498 , 612 , 58 ," 6,482 "
District - Tiruppur,Total," 700,706 "," 528,129 "," 83,224 "," 4,567 "," 23,777 "," 5,279 "," 47,188 ", 244 ," 1,574 ", 113 ," 6,611 "
District - Tiruppur,Rural," 283,140 "," 168,605 "," 50,813 "," 3,181 "," 19,334 "," 3,357 "," 35,703 ", 156 , 882 , 74 ," 1,035 "
District - Tiruppur,Urban," 417,566 "," 359,524 "," 32,411 "," 1,386 "," 4,443 "," 1,922 "," 11,485 ", 88 , 692 , 39 ," 5,576 "
District - West Tripura,Total," 403,470 "," 92,789 "," 41,439 "," 9,479 "," 65,588 "," 104,482 "," 82,054 "," 1,504 "," 1,396 ", 617 ," 4,122 "
District - West Tripura,Rural," 238,261 "," 31,386 "," 25,241 "," 7,990 "," 60,289 "," 58,752 "," 49,524 "," 1,474 "," 1,295 ", 550 ," 1,760 "
District - West Tripura,Urban," 165,209 "," 61,403 "," 16,198 "," 1,489 "," 5,299 "," 45,730 "," 32,530 ", 30 , 101 , 67 ," 2,362 "
District - South Tripura,Total," 205,283 "," 35,287 "," 44,749 "," 4,101 "," 45,913 "," 36,773 "," 31,137 "," 3,009 "," 2,438 ", 796 ," 1,080 "
District - South Tripura,Rural," 173,665 "," 16,720 "," 40,345 "," 3,687 "," 44,511 "," 32,991 "," 28,367 "," 2,943 "," 2,364 ", 773 , 964 
District - South Tripura,Urban," 31,618 "," 18,567 "," 4,404 ", 414 ," 1,402 "," 3,782 "," 2,770 ", 66 , 74 , 23 , 116 
District - Dhalai,Total," 83,097 "," 9,287 "," 7,515 "," 3,396 "," 34,233 "," 5,913 "," 12,133 "," 3,993 "," 5,219 ", 364 ," 1,044 "
District - Dhalai,Rural," 73,160 "," 4,708 "," 6,668 "," 3,048 "," 32,944 "," 5,431 "," 10,260 "," 3,911 "," 5,036 ", 341 , 813 
District - Dhalai,Urban," 9,937 "," 4,579 ", 847 , 348 ," 1,289 ", 482 ," 1,873 ", 82 , 183 , 23 , 231 
District - North Tripura,Total," 150,931 "," 33,804 "," 14,919 "," 7,367 "," 60,499 "," 5,197 "," 11,656 "," 7,454 "," 6,361 "," 2,298 "," 1,376 "
District - North Tripura,Rural," 122,693 "," 16,189 "," 11,631 "," 6,471 "," 56,279 "," 4,897 "," 10,119 "," 7,441 "," 6,259 "," 2,108 "," 1,299 "
District - North Tripura,Urban," 28,238 "," 17,615 "," 3,288 ", 896 ," 4,220 ", 300 ," 1,537 ", 13 , 102 , 190 , 77 
District - Saharanpur,Total," 588,976 "," 153,126 "," 37,413 ", 949 , 276 ," 378,463 "," 9,937 ", 32 , 726 ," 1,792 "," 6,262 "
District - Saharanpur,Rural," 404,600 "," 52,301 "," 23,944 ", 764 , 250 ," 315,075 "," 6,000 ", 20 , 712 , 507 ," 5,027 "
District - Saharanpur,Urban," 184,376 "," 100,825 "," 13,469 ", 185 , 26 ," 63,388 "," 3,937 ", 12 , 14 ," 1,285 "," 1,235 "
District - Muzaffarnagar,Total," 681,387 "," 163,175 "," 40,154 "," 2,582 ", 264 ," 444,374 "," 21,322 ", 134 , 202 , 770 ," 8,410 "
District - Muzaffarnagar,Rural," 481,057 "," 64,962 "," 27,843 "," 1,899 ", 184 ," 368,183 "," 11,485 ", 58 , 169 , 374 ," 5,900 "
District - Muzaffarnagar,Urban," 200,330 "," 98,213 "," 12,311 ", 683 , 80 ," 76,191 "," 9,837 ", 76 , 33 , 396 ," 2,510 "
District - Bijnor,Total," 628,808 "," 160,964 "," 65,770 "," 2,282 ", 423 ," 383,048 "," 9,808 ", 86 , 219 , 951 ," 5,257 "
District - Bijnor,Rural," 476,873 "," 95,371 "," 50,273 "," 1,920 ", 358 ," 320,535 "," 4,221 ", 55 , 182 , 204 ," 3,754 "
District - Bijnor,Urban," 151,935 "," 65,593 "," 15,497 ", 362 , 65 ," 62,513 "," 5,587 ", 31 , 37 , 747 ," 1,503 "
District - Moradabad,Total," 784,739 "," 206,286 "," 60,401 "," 1,417 ", 192 ," 498,602 "," 10,544 ", 77 , 162 , 210 ," 6,848 "
District - Moradabad,Rural," 520,831 "," 100,277 "," 38,861 ", 983 , 135 ," 374,094 "," 1,211 ", 37 , 107 , 78 ," 5,048 "
District - Moradabad,Urban," 263,908 "," 106,009 "," 21,540 ", 434 , 57 ," 124,508 "," 9,333 ", 40 , 55 , 132 ," 1,800 "
District - Rampur,Total," 393,441 "," 99,263 "," 46,538 "," 1,927 ", 167 ," 239,303 "," 3,358 ", 64 , 159 , 220 ," 2,442 "
District - Rampur,Rural," 291,440 "," 62,767 "," 39,084 "," 1,581 ", 132 ," 184,286 "," 1,180 ", 54 , 144 , 88 ," 2,124 "
District - Rampur,Urban," 102,001 "," 36,496 "," 7,454 ", 346 , 35 ," 55,017 "," 2,178 ", 10 , 15 , 132 , 318 
District - Jyotiba Phule Nagar,Total," 312,836 "," 68,314 "," 29,222 ", 409 , 70 ," 205,417 "," 4,824 ", 19 , 55 , 220 ," 4,286 "
District - Jyotiba Phule Nagar,Rural," 234,453 "," 41,801 "," 22,527 ", 326 , 50 ," 164,571 "," 2,212 ", 9 , 38 , 36 ," 2,883 "
District - Jyotiba Phule Nagar,Urban," 78,383 "," 26,513 "," 6,695 ", 83 , 20 ," 40,846 "," 2,612 ", 10 , 17 , 184 ," 1,403 "
District - Meerut,Total," 568,745 "," 210,527 "," 38,203 "," 1,027 ", 177 ," 279,039 "," 32,332 ", 62 , 75 , 380 ," 6,923 "
District - Meerut,Rural," 268,299 "," 42,835 "," 14,572 ", 571 , 100 ," 200,036 "," 6,205 ", 22 , 41 , 61 ," 3,856 "
District - Meerut,Urban," 300,446 "," 167,692 "," 23,631 ", 456 , 77 ," 79,003 "," 26,127 ", 40 , 34 , 319 ," 3,067 "
District - Baghpat,Total," 207,090 "," 36,061 "," 15,278 ", 740 , 90 ," 134,890 "," 15,575 ", 20 , 68 , 64 ," 4,304 "
District - Baghpat,Rural," 162,811 "," 17,685 "," 9,433 ", 653 , 73 ," 121,343 "," 10,254 ", 9 , 48 , 46 ," 3,267 "
District - Baghpat,Urban," 44,279 "," 18,376 "," 5,845 ", 87 , 17 ," 13,547 "," 5,321 ", 11 , 20 , 18 ," 1,037 "
District - Ghaziabad,Total," 829,843 "," 300,254 "," 47,662 "," 3,334 ", 484 ," 349,500 "," 112,059 ", 263 , 446 ," 2,693 "," 13,148 "
District - Ghaziabad,Rural," 242,727 "," 35,896 "," 10,847 "," 1,105 ", 92 ," 186,034 "," 5,994 ", 47 , 147 , 103 ," 2,462 "
District - Ghaziabad,Urban," 587,116 "," 264,358 "," 36,815 "," 2,229 ", 392 ," 163,466 "," 106,065 ", 216 , 299 ," 2,590 "," 10,686 "
District - Gautam Buddha Nagar,Total," 316,278 "," 147,027 "," 24,299 "," 1,127 ", 169 ," 96,220 "," 40,945 ", 69 , 97 , 695 ," 5,630 "
District - Gautam Buddha Nagar,Rural," 109,179 "," 33,846 "," 8,174 ", 663 , 89 ," 60,232 "," 4,564 ", 27 , 46 , 146 ," 1,392 "
District - Gautam Buddha Nagar,Urban," 207,099 "," 113,181 "," 16,125 ", 464 , 80 ," 35,988 "," 36,381 ", 42 , 51 , 549 ," 4,238 "
District - Bulandshahr,Total," 582,676 "," 113,851 "," 38,730 ", 852 , 412 ," 411,183 "," 10,659 ", 29 , 116 , 524 ," 6,320 "
District - Bulandshahr,Rural," 438,742 "," 64,571 "," 27,355 ", 653 , 358 ," 338,451 "," 2,537 ", 23 , 65 , 28 ," 4,701 "
District - Bulandshahr,Urban," 143,934 "," 49,280 "," 11,375 ", 199 , 54 ," 72,732 "," 8,122 ", 6 , 51 , 496 ," 1,619 "
District - Aligarh,Total," 604,612 "," 131,932 "," 36,377 "," 1,388 "," 1,312 "," 376,782 "," 49,598 ", 63 , 139 , 567 ," 6,454 "
District - Aligarh,Rural," 406,432 "," 63,530 "," 21,365 ", 876 ," 1,227 "," 309,111 "," 6,460 ", 26 , 70 , 57 ," 3,710 "
District - Aligarh,Urban," 198,180 "," 68,402 "," 15,012 ", 512 , 85 ," 67,671 "," 43,138 ", 37 , 69 , 510 ," 2,744 "
District - Mahamaya Nagar,Total," 259,914 "," 41,158 "," 12,893 ", 808 , 658 ," 182,935 "," 18,085 ", 24 , 193 , 191 ," 2,969 "
District - Mahamaya Nagar,Rural," 204,968 "," 24,440 "," 9,081 ", 707 , 619 ," 159,466 "," 8,173 ", 16 , 177 , 78 ," 2,211 "
District - Mahamaya Nagar,Urban," 54,946 "," 16,718 "," 3,812 ", 101 , 39 ," 23,469 "," 9,912 ", 8 , 16 , 113 , 758 
District - Mathura,Total," 410,783 "," 87,319 "," 32,029 "," 3,015 "," 32,876 "," 202,487 "," 44,350 ", 48 , 131 , 878 ," 7,650 "
District - Mathura,Rural," 290,944 "," 35,593 "," 22,819 "," 2,673 "," 32,449 "," 174,514 "," 17,251 ", 32 , 90 , 300 ," 5,223 "
District - Mathura,Urban," 119,839 "," 51,726 "," 9,210 ", 342 , 427 ," 27,973 "," 27,099 ", 16 , 41 , 578 ," 2,427 "
District - Agra,Total," 672,610 "," 191,304 "," 32,876 "," 2,730 "," 18,146 "," 320,992 "," 96,515 ", 96 , 477 ," 1,416 "," 8,058 "
District - Agra,Rural," 367,102 "," 25,671 "," 12,646 "," 2,009 "," 17,696 "," 262,314 "," 42,809 ", 39 , 229 , 327 ," 3,362 "
District - Agra,Urban," 305,508 "," 165,633 "," 20,230 ", 721 , 450 ," 58,678 "," 53,706 ", 57 , 248 ," 1,089 "," 4,696 "
District - Firozabad,Total," 412,147 "," 74,530 "," 28,072 "," 1,390 "," 2,815 "," 236,900 "," 62,870 ", 57 , 191 , 662 ," 4,660 "
District - Firozabad,Rural," 271,428 "," 25,487 "," 10,811 ", 918 ," 2,703 "," 220,740 "," 8,911 ", 25 , 133 , 172 ," 1,528 "
District - Firozabad,Urban," 140,719 "," 49,043 "," 17,261 ", 472 , 112 ," 16,160 "," 53,959 ", 32 , 58 , 490 ," 3,132 "
District - Mainpuri,Total," 311,184 "," 48,693 "," 14,458 "," 1,030 "," 2,801 "," 238,729 "," 4,252 ", 31 , 70 , 88 ," 1,032 "
District - Mainpuri,Rural," 262,409 "," 33,357 "," 10,515 ", 853 ," 2,700 "," 213,299 ", 903 , 22 , 46 , 57 , 657 
District - Mainpuri,Urban," 48,775 "," 15,336 "," 3,943 ", 177 , 101 ," 25,430 "," 3,349 ", 9 , 24 , 31 , 375 
District - Budaun,Total," 610,904 "," 80,913 "," 42,286 "," 1,507 ", 232 ," 477,070 "," 3,664 ", 44 , 314 , 179 ," 4,695 "
District - Budaun,Rural," 501,193 "," 57,919 "," 22,485 "," 1,274 ", 204 ," 414,529 "," 1,091 ", 39 , 283 , 142 ," 3,227 "
District - Budaun,Urban," 109,711 "," 22,994 "," 19,801 ", 233 , 28 ," 62,541 "," 2,573 ", 5 , 31 , 37 ," 1,468 "
District - Bareilly,Total," 746,222 "," 235,437 "," 88,285 "," 1,429 ", 330 ," 406,530 "," 7,796 ", 82 , 198 , 588 ," 5,547 "
District - Bareilly,Rural," 475,575 "," 120,418 "," 66,843 ", 949 , 271 ," 281,934 ", 642 , 48 , 130 , 244 ," 4,096 "
District - Bareilly,Urban," 270,647 "," 115,019 "," 21,442 ", 480 , 59 ," 124,596 "," 7,154 ", 34 , 68 , 344 ," 1,451 "
District - Pilibhit,Total," 361,470 "," 63,256 "," 34,843 ", 939 , 307 ," 258,898 "," 1,041 ", 46 , 163 , 119 ," 1,858 "
District - Pilibhit,Rural," 297,601 "," 44,426 "," 29,222 ", 804 , 289 ," 220,437 ", 605 , 40 , 145 , 54 ," 1,579 "
District - Pilibhit,Urban," 63,869 "," 18,830 "," 5,621 ", 135 , 18 ," 38,461 ", 436 , 6 , 18 , 65 , 279 
District - Shahjahanpur,Total," 518,201 "," 104,423 "," 43,663 "," 1,614 "," 1,670 "," 356,170 "," 6,034 ", 86 , 273 , 207 ," 4,061 "
District - Shahjahanpur,Rural," 418,787 "," 81,244 "," 37,274 "," 1,241 "," 1,510 "," 292,477 "," 1,620 ", 62 , 208 , 138 ," 3,013 "
District - Shahjahanpur,Urban," 99,414 "," 23,179 "," 6,389 ", 373 , 160 ," 63,693 "," 4,414 ", 24 , 65 , 69 ," 1,048 "
District - Kheri,Total," 710,036 "," 117,721 "," 84,690 "," 3,037 "," 6,366 "," 487,046 "," 7,623 ", 100 , 613 , 259 ," 2,581 "
District - Kheri,Rural," 630,131 "," 91,831 "," 78,381 "," 2,855 "," 6,176 "," 445,798 "," 2,378 ", 93 , 592 , 232 ," 1,795 "
District - Kheri,Urban," 79,905 "," 25,890 "," 6,309 ", 182 , 190 ," 41,248 "," 5,245 ", 7 , 21 , 27 , 786 
District - Sitapur,Total," 793,861 "," 157,187 "," 73,101 "," 4,308 "," 35,189 "," 514,563 "," 5,546 ", 215 , 535 , 600 ," 2,617 "
District - Sitapur,Rural," 710,299 "," 125,171 "," 67,493 "," 4,074 "," 34,869 "," 474,613 "," 1,160 ", 192 , 500 , 422 ," 1,805 "
District - Sitapur,Urban," 83,562 "," 32,016 "," 5,608 ", 234 , 320 ," 39,950 "," 4,386 ", 23 , 35 , 178 , 812 
District - Hardoi,Total," 708,721 "," 95,314 "," 41,849 "," 3,943 "," 28,171 "," 534,233 "," 2,003 ", 52 , 231 , 209 ," 2,716 "
District - Hardoi,Rural," 619,495 "," 69,142 "," 37,720 "," 3,610 "," 27,785 "," 478,413 ", 727 , 45 , 212 , 139 ," 1,702 "
District - Hardoi,Urban," 89,226 "," 26,172 "," 4,129 ", 333 , 386 ," 55,820 "," 1,276 ", 7 , 19 , 70 ," 1,014 "
District - Unnao,Total," 567,491 "," 52,267 "," 16,481 "," 4,797 "," 32,612 "," 455,276 "," 4,404 ", 99 , 263 , 388 , 904 
District - Unnao,Rural," 475,335 "," 32,390 "," 13,313 "," 4,318 "," 31,732 "," 390,902 "," 1,370 ", 75 , 219 , 295 , 721 
District - Unnao,Urban," 92,156 "," 19,877 "," 3,168 ", 479 , 880 ," 64,374 "," 3,034 ", 24 , 44 , 93 , 183 
District - Lucknow,Total," 822,591 "," 389,676 "," 37,887 "," 2,774 "," 4,305 "," 319,907 "," 60,932 ", 456 , 491 ," 1,602 "," 4,561 "
District - Lucknow,Rural," 274,212 "," 21,557 "," 7,153 "," 1,462 "," 3,679 "," 232,366 "," 6,752 ", 39 , 231 , 250 , 723 
District - Lucknow,Urban," 548,379 "," 368,119 "," 30,734 "," 1,312 ", 626 ," 87,541 "," 54,180 ", 417 , 260 ," 1,352 "," 3,838 "
District - Rae Bareli,Total," 614,353 "," 90,119 "," 35,333 "," 4,146 "," 52,141 "," 420,203 "," 10,160 ", 216 , 497 , 719 , 819 
District - Rae Bareli,Rural," 561,905 "," 70,416 "," 31,889 "," 3,980 "," 51,745 "," 399,432 "," 2,449 ", 202 , 444 , 636 , 712 
District - Rae Bareli,Urban," 52,448 "," 19,703 "," 3,444 ", 166 , 396 ," 20,771 "," 7,711 ", 14 , 53 , 83 , 107 
District - Farrukhabad,Total," 308,056 "," 35,838 "," 13,271 "," 1,136 "," 1,018 "," 247,021 "," 8,522 ", 57 , 123 , 210 , 860 
District - Farrukhabad,Rural," 239,285 "," 16,069 "," 9,812 ", 957 , 756 ," 208,555 "," 2,259 ", 34 , 100 , 115 , 628 
District - Farrukhabad,Urban," 68,771 "," 19,769 "," 3,459 ", 179 , 262 ," 38,466 "," 6,263 ", 23 , 23 , 95 , 232 
District - Kannauj,Total," 278,738 "," 36,325 "," 10,900 "," 2,268 "," 1,521 "," 223,298 "," 2,930 ", 67 , 190 , 297 , 942 
District - Kannauj,Rural," 232,517 "," 15,301 "," 7,332 "," 2,113 "," 1,500 "," 203,348 "," 1,690 ", 44 , 179 , 227 , 783 
District - Kannauj,Urban," 46,221 "," 21,024 "," 3,568 ", 155 , 21 ," 19,950 "," 1,240 ", 23 , 11 , 70 , 159 
District - Etawah,Total," 275,333 "," 46,753 "," 12,174 "," 2,293 "," 13,009 "," 192,163 "," 7,502 ", 122 , 240 , 234 , 843 
District - Etawah,Rural," 214,002 "," 14,985 "," 7,854 "," 2,087 "," 12,784 "," 173,433 "," 1,962 ", 94 , 178 , 157 , 468 
District - Etawah,Urban," 61,331 "," 31,768 "," 4,320 ", 206 , 225 ," 18,730 "," 5,540 ", 28 , 62 , 77 , 375 
District - Auraiya,Total," 248,370 "," 36,665 "," 9,447 "," 1,810 "," 14,725 "," 183,054 "," 1,947 ", 34 , 81 , 117 , 490 
District - Auraiya,Rural," 207,674 "," 20,506 "," 7,445 "," 1,706 "," 14,567 "," 162,214 ", 667 , 26 , 76 , 101 , 366 
District - Auraiya,Urban," 40,696 "," 16,159 "," 2,002 ", 104 , 158 ," 20,840 "," 1,280 ", 8 , 5 , 16 , 124 
District - Kanpur Dehat,Total," 329,473 "," 40,936 "," 12,513 "," 2,777 "," 21,093 "," 249,756 "," 1,260 ", 120 , 218 , 287 , 513 
District - Kanpur Dehat,Rural," 299,000 "," 31,646 "," 10,690 "," 2,617 "," 20,888 "," 231,284 ", 945 , 112 , 183 , 261 , 374 
District - Kanpur Dehat,Urban," 30,473 "," 9,290 "," 1,823 ", 160 , 205 ," 18,472 ", 315 , 8 , 35 , 26 , 139 
District - Kanpur Nagar,Total," 821,148 "," 238,800 "," 32,207 "," 2,627 "," 9,901 "," 420,050 "," 111,980 ", 362 , 603 ," 1,421 "," 3,197 "
District - Kanpur Nagar,Rural," 291,529 "," 16,583 "," 5,081 "," 1,255 "," 9,142 "," 256,679 "," 2,173 ", 38 , 166 , 134 , 278 
District - Kanpur Nagar,Urban," 529,619 "," 222,217 "," 27,126 "," 1,372 ", 759 ," 163,371 "," 109,807 ", 324 , 437 ," 1,287 "," 2,919 "
District - Jalaun,Total," 287,219 "," 43,951 "," 8,316 "," 1,580 "," 10,397 "," 220,038 "," 1,875 ", 80 , 84 , 109 , 789 
District - Jalaun,Rural," 216,920 "," 16,630 "," 4,528 "," 1,407 "," 9,755 "," 183,430 ", 646 , 61 , 75 , 93 , 295 
District - Jalaun,Urban," 70,299 "," 27,321 "," 3,788 ", 173 , 642 ," 36,608 "," 1,229 ", 19 , 9 , 16 , 494 
District - Jhansi,Total," 358,220 "," 81,903 "," 11,487 "," 5,698 "," 32,093 "," 215,071 "," 8,362 ", 293 , 416 , 757 ," 2,140 "
District - Jhansi,Rural," 214,711 "," 12,882 "," 4,534 "," 3,169 "," 27,395 "," 163,528 "," 1,521 ", 131 , 191 , 237 ," 1,123 "
District - Jhansi,Urban," 143,509 "," 69,021 "," 6,953 "," 2,529 "," 4,698 "," 51,543 "," 6,841 ", 162 , 225 , 520 ," 1,017 "
District - Lalitpur,Total," 217,878 "," 18,673 "," 1,931 "," 2,269 "," 31,045 "," 161,333 "," 2,110 ", 72 , 237 , 97 , 111 
District - Lalitpur,Rural," 186,503 "," 4,856 "," 1,216 "," 1,798 "," 30,369 "," 147,050 ", 776 , 69 , 230 , 75 , 64 
District - Lalitpur,Urban," 31,375 "," 13,817 ", 715 , 471 , 676 ," 14,283 "," 1,334 ", 3 , 7 , 22 , 47 
District - Hamirpur,Total," 209,558 "," 34,910 "," 5,404 ", 754 ," 9,366 "," 157,549 ", 588 , 99 , 255 , 90 , 543 
District - Hamirpur,Rural," 171,971 "," 14,861 "," 3,736 ", 643 ," 9,117 "," 142,514 ", 429 , 84 , 246 , 77 , 264 
District - Hamirpur,Urban," 37,587 "," 20,049 "," 1,668 ", 111 , 249 ," 15,035 ", 159 , 15 , 9 , 13 , 279 
District - Mahoba,Total," 163,474 "," 13,788 "," 4,327 "," 1,580 "," 25,175 "," 116,590 "," 1,170 ", 123 , 191 , 179 , 351 
District - Mahoba,Rural," 129,475 "," 6,025 "," 2,532 "," 1,231 "," 23,793 "," 95,070 ", 266 , 85 , 163 , 114 , 196 
District - Mahoba,Urban," 33,999 "," 7,763 "," 1,795 ", 349 ," 1,382 "," 21,520 ", 904 , 38 , 28 , 65 , 155 
District - Banda,Total," 322,737 "," 40,537 "," 11,240 "," 1,877 "," 20,876 "," 245,527 "," 1,547 ", 33 , 466 , 157 , 477 
District - Banda,Rural," 273,445 "," 17,316 "," 7,826 "," 1,609 "," 20,161 "," 224,711 "," 1,058 ", 24 , 450 , 124 , 166 
District - Banda,Urban," 49,292 "," 23,221 "," 3,414 ", 268 , 715 ," 20,816 ", 489 , 9 , 16 , 33 , 311 
District - Chitrakoot,Total," 167,458 "," 19,074 "," 4,152 "," 2,331 "," 18,242 "," 120,779 "," 1,380 ", 107 , 557 , 165 , 671 
District - Chitrakoot,Rural," 150,784 "," 11,668 "," 3,427 "," 2,087 "," 17,750 "," 113,169 "," 1,279 ", 99 , 527 , 159 , 619 
District - Chitrakoot,Urban," 16,674 "," 7,406 ", 725 , 244 , 492 ," 7,610 ", 101 , 8 , 30 , 6 , 52 
District - Fatehpur,Total," 473,021 "," 50,329 "," 14,927 "," 4,834 "," 42,732 "," 355,063 "," 3,370 ", 178 , 329 , 425 , 834 
District - Fatehpur,Rural," 416,615 "," 20,794 "," 9,219 "," 4,566 "," 41,647 "," 336,458 "," 2,493 ", 159 , 302 , 394 , 583 
District - Fatehpur,Urban," 56,406 "," 29,535 "," 5,708 ", 268 ," 1,085 "," 18,605 ", 877 , 19 , 27 , 31 , 251 
District - Pratapgarh,Total," 534,254 "," 81,510 "," 32,217 "," 5,828 "," 69,561 "," 336,797 "," 4,594 ", 394 , 459 , 671 ," 2,223 "
District - Pratapgarh,Rural," 506,922 "," 71,316 "," 30,145 "," 5,620 "," 68,696 "," 324,729 "," 3,063 ", 379 , 429 , 621 ," 1,924 "
District - Pratapgarh,Urban," 27,332 "," 10,194 "," 2,072 ", 208 , 865 ," 12,068 "," 1,531 ", 15 , 30 , 50 , 299 
District - Kaushambi,Total," 276,393 "," 20,937 "," 5,717 "," 1,586 "," 15,274 "," 230,169 "," 2,011 ", 86 , 228 , 180 , 205 
District - Kaushambi,Rural," 254,926 "," 11,715 "," 3,998 "," 1,485 "," 15,239 "," 220,132 "," 1,711 ", 80 , 215 , 175 , 176 
District - Kaushambi,Urban," 21,467 "," 9,222 "," 1,719 ", 101 , 35 ," 10,037 ", 300 , 6 , 13 , 5 , 29 
